id,idOriginalTweet,sourceOriginalTweet,len,date,source,likes,retweets
1602809534644469763,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,63,2022-12-13 23:35:46,"b""@TheBabylonBee She's obviously just a stepping stone for him...""",2,0
1602809523391107074,1602808987048869888,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,50,2022-12-13 23:35:43,"b""@TheBabylonBee Bullsh. No way her wrer's that old.""",2,0
1602809498242088963,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,99,2022-12-13 23:35:37,"b""@TheBabylonBee This is so on point. I mean I'm almost scared 's not really a joke  mak too much sse""",0,0
1602809489995882496,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,128,2022-12-13 23:35:35,b'@TheBabylonBee Whats really sad are all those who think Kamala Harris and her speech are perfectly fine. We all know the people.',0,0
1602809466839351297,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,23,2022-12-13 23:35:30,b'@TheBabylonBee Buhahaha',0,0
1602809464612077570,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,30,2022-12-13 23:35:29,b'@TheBabylonBee Lmao!!!!!! Nice',0,0
1602809462896697346,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,39,2022-12-13 23:35:29,b'@TheBabylonBee I intify as a vice print',2,0
1602809461801984001,1602774794839130123,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,156,2022-12-13 23:35:29,"b'@TheBabylonBee I thought the Babylon Bee did parody, but here is a straight news story. The DOJ did have the boy arrted for not having sufficit bribe money.'",3,0
1602809459046326274,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,33,2022-12-13 23:35:28,b'@TheBabylonBee It all mak sse now',0,0
1602809420164976640,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,14,2022-12-13 23:35:19,b'@TheBabylonBee',0,0
1602809401177513986,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,14,2022-12-13 23:35:14,b'@TheBabylonBee',1,0
1602809369321693185,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,71,2022-12-13 23:35:07,b'@TheBabylonBee excellt...god bls you all...and hell im not ev religious',1,0
1602809366738083841,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,29,2022-12-13 23:35:06,b'@TheBabylonBee Just brilliant',0,0
1602809324551950336,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,38,2022-12-13 23:34:56,b'@TheBabylonBee https://t.co/bhTYOY515A',0,0
1602809318046318594,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,48,2022-12-13 23:34:54,"b'@TheBabylonBee Sadly, s not too hard to believe!'",3,0
1602809313889697792,1602808987048869888,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,38,2022-12-13 23:34:53,b'@TheBabylonBee Why dont you use rumble',2,0
1602809247355441152,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,14,2022-12-13 23:34:37,b'@TheBabylonBee',0,0
1602809236026785792,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,18,2022-12-13 23:34:35,b'@TheBabylonBee Lol',0,0
1602809233137102849,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,72,2022-12-13 23:34:34,b'@TheBabylonBee I would expect more of a six year old than we get om her.',1,0
1602809171975360512,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,57,2022-12-13 23:34:20,"b'@TheBabylonBee ""Space un us all""\nI thought  separated us?'",18,0
1602809163322560512,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,40,2022-12-13 23:34:17,b'@TheBabylonBee 10 bucks he qus in a week',15,0
1602809151197007874,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,24,2022-12-13 23:34:15,"b""@TheBabylonBee I'm dying""",11,0
1602809149754118146,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,55,2022-12-13 23:34:14,b'@TheBabylonBee Youu lookk goodd https://t.co/TKG7YhPAMR',0,0
1602809131831787522,1602763193176051712,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,265,2022-12-13 23:34:10,"b""@TheBabylonBee @LiveAction Very funny! But  do bring up an interting point: What happs wh a pregnant employee who is keeping the child su the company for scrimination? If employe terminating their pregnancy get perks, shouldn't those not aborting be giv equal befs?""",0,0
1602809131244699648,1602790151486308356,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,51,2022-12-13 23:34:10,b'@TheBabylonBee Them strings https://t.co/EzscOD4wNU',0,0
1602809129331990529,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,57,2022-12-13 23:34:09,b'@TheBabylonBee Stilll look awomee https://t.co/DPhLfPrJUF',0,0
1602809108608040961,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,55,2022-12-13 23:34:04,b'@TheBabylonBee Cooll eherr way. https://t.co/uFwm8mCYf1',0,0
1602809090270437378,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,51,2022-12-13 23:34:00,b'@TheBabylonBee pleasant.... https://t.co/XZhrbYgSyK',0,0
1602809089968726016,1602790151486308356,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,14,2022-12-13 23:34:00,b'@TheBabylonBee',0,0
1602809071677022209,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,79,2022-12-13 23:33:56,b'@TheBabylonBee Do everyonee already know about this???? https://t.co/MFwWxfRbxb',0,0
1602809053205434368,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,64,2022-12-13 23:33:51,b'@TheBabylonBee howw to makee moneyy th?? https://t.co/323DZP7IZ8',0,0
1602808987048869888,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,63,2022-12-13 23:33:35,b'Watch more vios on our Youtube channel: https://t.co/N0dyz3EWfa',292,38
1602808979360747521,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,50,2022-12-13 23:33:34,"b""@TheBabylonBee This is fantastic and he's adorable""",3,0
1602808963212476419,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,14,2022-12-13 23:33:30,b'@TheBabylonBee',1,0
1602808919415472128,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,14,2022-12-13 23:33:19,b'@TheBabylonBee',1,0
1602808881440243713,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,60,2022-12-13 23:33:10,b'@TheBabylonBee He mak far too much sse to be her speech wrer',30,0
1602808827572883456,1602808542464905216,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,18,2022-12-13 23:32:57,b'@TheBabylonBee Lol',0,0
1602808598459023360,1602790151486308356,Meet Kamala Harris's 6-Year-Old Speechwriter https://t.co/nvGXYTXZ0x,91,2022-12-13 23:32:03,"b""@TheBabylonBee @4TR4iN The days, MAiD calls you.\n\nWho's voice did you think you would hear?""",1,0
